Event_ID,Article_ID,Actor_Normalized,Actor_Type,Victim_Normalized,Victim_Type,Location_Country,Location_City,Location_Coordinates,Date_Normalized,Taxonomy_L1,Taxonomy_L2,Taxonomy_L3,Weapon_Category,Deaths,Injuries,Severity,Event_Description,Actor_Confidence,Victim_Confidence,Location_Confidence,Date_Confidence,Classification_Confidence,Flagged_for_Review,Notes,Annotator_Name,PERPETRATOR,VICTIM,TARGET,ORGANIZATION,GOVERNMENT,EVENT_TYPE,ACTION,WEAPON,VIOLENCE_TYPE,DATE,TIME,DURATION,FREQUENCY,COUNTRY,REGION,CITY,DISTRICT,FACILITY,GEOGRAPHIC,COORDINATES,CASUALTIES,INJURED,DISPLACEMENT,DAMAGE,MOTIVE,TRIGGER
CLEAN_d3639b61,CLEAN_d3639b61,Al Sunnah wa Jama'ah,Armed Group,20 civilians,,Mozambique,Pemba,"location 15.6N, 32.5E",Thursday afternoon,Violence,mass killing,,machetes and guns,,,High,"Survivors described a mass killing by Al Sunnah wa Jama'ah in Mocimboa da Praia District, Pemba, Cabo Delgado Province, Mozambique on Thursday afternoon mid-morning, where armed fighters with machetes and guns besieged checkpoints near a army barracks, killing 168 people including civilians, and wounding 139 others. The hours-long battle of retaliatory violence in retaliation for previous attacks led to displacing over 7051 residents from villages near the coastal region at location 15.6N, 32.5E. Mozambican armed forces found torching hundreds of homes. the Red Cross says this continues repeated attacks following the collapse of peace talks.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,Al Sunnah wa Jama'ah,20 civilians,checkpoints,the Red Cross,Mozambican armed forces,mass killing,besieged,machetes and guns,retaliatory violence,Thursday afternoon,mid-morning,hours-long battle,repeated attacks,Mozambique,Cabo Delgado Province,Pemba,Mocimboa da Praia District,army barracks,the coastal region,"location 15.6N, 32.5E",killing 168 people,wounding 139 others,displacing over 7051 residents,torching hundreds of homes,in retaliation for previous attacks,following the collapse of peace talks
CLEAN_b289b76f,CLEAN_b289b76f,Cabo Delgado insurgents,Armed Group,75 women and children,,Mozambique,Macomia,"coordinates 4.8S, 29.2E",earlier this week,Violence,offensive,,car bombs,,,High,"Following provocations by rival groups, Cabo Delgado insurgents armed using car bombs launched an offensive on UN compounds near government building in Macomia District, Macomia, Cabo Delgado Province, Mozambique on earlier this week around midnight. The brief but deadly skirmish resulted in killing 142 people and wounding 63 others, while also displacing over 26461 residents. Witnesses reported that fighters bombed women and children to destabilize the region. Mozambican armed forces arrived later but found destroying the local school. The attack near the Rovuma River at coordinates 4.8S, 29.2E marks part of repeated attacks in the area. ICRC has condemned the bandit attack.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,Cabo Delgado insurgents,75 women and children,UN compounds,ICRC,Mozambican armed forces,offensive,bombed,car bombs,bandit attack,earlier this week,around midnight,brief but deadly skirmish,repeated attacks,Mozambique,Cabo Delgado Province,Macomia,Macomia District,government building,the Rovuma River,"coordinates 4.8S, 29.2E",killing 142 people,wounding 63 others,displacing over 26461 residents,destroying the local school,to destabilize the region,following provocations by rival groups
CLEAN_9a4b5e26,CLEAN_9a4b5e26,Al Shabaab,Armed Group,146 teachers,,Somalia,Mogadishu,"position 9.1N, 7.5E",September 22,Violence,incursion,,machine guns,,,High,"In a devastating incursion, Al Shabaab armed with machine guns attacked mosques in Mogadishu, Afgooye District, Mudug on September 22 during the mid-morning, killing 104 people, wounding 94 others, and displacing over 10274 residents. The communal violence lasted for brief but deadly skirmish as fighters set fire to 146 teachers, as part of ethnic cleansing. Somali security forces confirmed the incident near Jubba River, Somalia, at position 9.1N, 7.5E. ICRC staff at a nearby government building reported burning several shops. This is part of daily raids since a cattle rustling incident.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,Al Shabaab,146 teachers,mosques,ICRC,Somali security forces,incursion,set fire to,machine guns,communal violence,September 22,mid-morning,brief but deadly skirmish,daily raids,Somalia,Mudug,Mogadishu,Afgooye District,government building,Jubba River,"position 9.1N, 7.5E",killing 104 people,wounding 94 others,displacing over 10274 residents,burning several shops,as part of ethnic cleansing,following a cattle rustling incident
CLEAN_1966dd1e,CLEAN_1966dd1e,Al Shabaab militants,Armed Group,18 farmers,,Somalia,Baidoa,"location 15.6N, 32.5E",Wednesday night,Violence,offensive,,mortars,,,High,"After a land boundary dispute, Al Shabaab militants armed with mortars launched an offensive on IDP camps near police station in Wanlaweyn District, Baidoa, Hiiraan Region, Somalia on Wednesday night at dusk. The three-hour assault resulted in killing 57 people and wounding 121 others, while also displacing over 4517 residents. Witnesses reported that fighters burned down farmers for control of resources. Somali security forces arrived later but found burning down the village market. The attack near the coastline at location 15.6N, 32.5E marks part of intensified operations in the area. International Rescue Committee has condemned the insurgent attack.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,Al Shabaab militants,18 farmers,IDP camps,International Rescue Committee,Somali security forces,offensive,burned down,mortars,insurgent attack,Wednesday night,at dusk,three-hour assault,intensified operations,Somalia,Hiiraan Region,Baidoa,Wanlaweyn District,police station,the coastline,"location 15.6N, 32.5E",killing 57 people,wounding 121 others,displacing over 4517 residents,burning down the village market,for control of resources,after a land boundary dispute
CLEAN_106f522b,CLEAN_106f522b,ISGS militants,Armed Group,19 women and children,,Niger,Diffa,"position 9.1N, 7.5E",February 20,Violence,shelling,,heavy machine guns,,,High,"In a devastating shelling, ISGS militants armed with heavy machine guns attacked residential areas in Diffa, Torodi Department, Diffa Region on February 20 during the night, killing 147 people, wounding 63 others, and displacing over 46142 residents. The terrorist attack lasted for week-long offensive as fighters raided 19 women and children, to destabilize the region. Nigerien forces confirmed the incident near the desert zone, Niger, at position 9.1N, 7.5E. Oxfam staff at a nearby secondary school reported destroying infrastructure. This is part of repeated attacks after disputed election results.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,ISGS militants,19 women and children,residential areas,Oxfam,Nigerien forces,shelling,raided,heavy machine guns,terrorist attack,February 20,night,week-long offensive,repeated attacks,Niger,Diffa Region,Diffa,Torodi Department,secondary school,the desert zone,"position 9.1N, 7.5E",killing 147 people,wounding 63 others,displacing over 46142 residents,destroying infrastructure,to destabilize the region,after disputed election results
CLEAN_4e430f7d,CLEAN_4e430f7d,ISGS fighters,Armed Group,64 fishermen,,Burkina Faso,Ouagadougou,"coordinates 8.9N, 38.7E",Thursday afternoon,Violence,ambush,,mortars,,,High,"After the arrest of a commander, ISGS fighters armed with mortars launched an ambush on police stations near health center in Seno Province, Ouagadougou, Nord Region, Burkina Faso on Thursday afternoon early morning. The three-hour assault resulted in killing 47 people and wounding 100 others, while also displacing over 8614 residents. Witnesses reported that fighters bombed fishermen to destabilize the region. Burkinabe soldiers arrived later but found torching hundreds of homes. The attack near the forest reserve at coordinates 8.9N, 38.7E marks part of persistent attacks in the area. Oxfam has condemned the militant attack.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,ISGS fighters,64 fishermen,police stations,Oxfam,Burkinabe soldiers,ambush,bombed,mortars,militant attack,Thursday afternoon,early morning,three-hour assault,persistent attacks,Burkina Faso,Nord Region,Ouagadougou,Seno Province,health center,the forest reserve,"coordinates 8.9N, 38.7E",killing 47 people,wounding 100 others,displacing over 8614 residents,torching hundreds of homes,to destabilize the region,after the arrest of a commander
CLEAN_db3b5120,CLEAN_db3b5120,Ambazonia fighters,Armed Group,103 civilians,,Cameroon,Bamenda,"coordinates 12.4N, 8.5E",Thursday afternoon,Violence,mass killing,,assault rifles,,,High,"Following a military offensive, Ambazonia fighters launched a mass killing on police stations and a market in Bamenda, Momo Division of South-West Region, Cameroon, on Thursday afternoon in the around midnight. Armed with assault rifles, militants stormed 103 civilians in revenge for killings last week, killing 163 people and wounding 61 others. The two-hour siege near Mount Cameroon region at coordinates 12.4N, 8.5E led to displacing over 35234 residents. Cameroonian military reported razing dozens of houses from the ethnic violence. Mercy Corps confirmed this as part of ongoing violence in the area.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,Ambazonia fighters,103 civilians,police stations,Mercy Corps,Cameroonian military,mass killing,stormed,assault rifles,ethnic violence,Thursday afternoon,around midnight,two-hour siege,ongoing violence,Cameroon,South-West Region,Bamenda,Momo Division,market,Mount Cameroon region,"coordinates 12.4N, 8.5E",killing 163 people,wounding 61 others,displacing over 35234 residents,razing dozens of houses,in revenge for killings last week,following a military offensive
CLEAN_618ecc50,CLEAN_618ecc50,Rapid Support Forces,Armed Group,59 displaced persons,,Sudan,Kassala,"location 15.6N, 32.5E",Monday morning,Violence,robbery,,roadside bombs,,,High,"Catholic Relief Services has reported a major robbery in West Darfur, Sudan, where Rapid Support Forces armed using roadside bombs beheaded schools near primary school in Kassala, Tawila locality on Monday morning at dawn. The two-hour siege of communal violence resulted in killing 77 people, wounding 134 others, and displacing over 48874 residents from areas near the border area at location 15.6N, 32.5E. Sudanese Armed Forces was unable to prevent burning several shops. Local sources say the attack was for control of resources after the arrest of a commander. This adds to repeated attacks affecting displaced persons in the region.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,Rapid Support Forces,59 displaced persons,schools,Catholic Relief Services,Sudanese Armed Forces,robbery,beheaded,roadside bombs,communal violence,Monday morning,at dawn,two-hour siege,repeated attacks,Sudan,West Darfur,Kassala,Tawila locality,primary school,the border area,"location 15.6N, 32.5E",killing 77 people,wounding 134 others,displacing over 48874 residents,burning several shops,for control of resources,after the arrest of a commander
CLEAN_850c1cd1,CLEAN_850c1cd1,Ansar Dine militants,Armed Group,60 women and children,,Mali,Gao,"GPS location 6.5N, 3.4E",December 5,Violence,abduction,,machetes and guns,,,High,"In a devastating abduction, Ansar Dine militants armed with machetes and guns attacked mining sites in Gao, Ansongo cercle, Gao Region on December 5 during the early morning, killing 145 people, wounding 138 others, and displacing over 10758 residents. The retaliatory violence lasted for hours-long hours as fighters besieged 60 women and children, as part of ethnic cleansing. Malian Armed Forces confirmed the incident near the river delta, Mali, at GPS location 6.5N, 3.4E. International Rescue Committee staff at a nearby IDP camp reported burning several shops. This is part of daily raids since a cattle rustling incident.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,Ansar Dine militants,60 women and children,mining sites,International Rescue Committee,Malian Armed Forces,abduction,besieged,machetes and guns,retaliatory violence,December 5,early morning,hours-long battle,daily raids,Mali,Gao Region,Gao,Ansongo cercle,IDP camp,the river delta,"GPS location 6.5N, 3.4E",killing 145 people,wounding 138 others,displacing over 10758 residents,burning several shops,as part of ethnic cleansing,following a cattle rustling incident
CLEAN_fa5bc84b,CLEAN_fa5bc84b,CODECO militia,Armed Group,119 elderly residents,,DRC,Butembo,"position 9.1N, 7.5E",December 5,Violence,IED attack,,machine guns,,,High,"Following provocations by rival groups, CODECO militia armed with machine guns launched an IED attack on hospitals near market in Djugu territory, Butembo, North Kivu, DRC on December 5 night. The two-hour siege resulted in killing 59 people and wounding 139 others, while also displacing over 9521 residents. Witnesses reported that fighters ambushed elderly residents as part of ethnic cleansing. FARDC troops arrived later but found burning several shops. The attack near Lake Albert region at position 9.1N, 7.5E marks part of sporadic clashes in the area. Norwegian Refugee Council has condemned the sectarian violence.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,CODECO militia,119 elderly residents,hospitals,Norwegian Refugee Council,FARDC troops,IED attack,ambushed,machine guns,sectarian violence,December 5,night,two-hour siege,sporadic clashes,DRC,North Kivu,Butembo,Djugu territory,market,Lake Albert region,"position 9.1N, 7.5E",killing 59 people,wounding 139 others,displacing over 9521 residents,burning several shops,as part of ethnic cleansing,following provocations by rival groups
CLEAN_e265865a,CLEAN_e265865a,LRA remnants,Armed Group,128 mosque worshippers,,Uganda,Kasese,"coordinates 4.8S, 29.2E",December 5,Violence,arson,,suicide vests,,,High,"In a devastating arson, LRA remnants armed using suicide vests attacked military bases in Kasese, Kasese area, Northern Region on December 5 during the at dawn, killing 148 people, wounding 102 others, and displacing over 32678 residents. The revenge attack lasted for two-hour siege as fighters surrounded 128 mosque worshippers, to destabilize the region. Ugandan military confirmed the incident near the area, Uganda, at coordinates 4.8S, 29.2E. ICRC staff at a nearby secondary school reported burning several shops. This is part of repeated attacks since a cattle rustling incident.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,LRA remnants,128 mosque worshippers,military bases,ICRC,Ugandan military,arson,surrounded,suicide vests,revenge attack,December 5,at dawn,two-hour siege,repeated attacks,Uganda,Northern Region,Kasese,Kasese area,secondary school,the area,"coordinates 4.8S, 29.2E",killing 148 people,wounding 102 others,displacing over 32678 residents,burning several shops,to destabilize the region,following a cattle rustling incident
CLEAN_8e564e4d,CLEAN_8e564e4d,White Army militia,Armed Group,84 displaced persons,,South Sudan,Juba,"coordinates 8.9N, 38.7E",March 12,Violence,armed attack,,roadside bombs,,,High,"Following a cattle rustling incident, White Army militia launched an armed attack on police stations and a army barracks in Juba, Fangak County of Jonglei State, South Sudan, on March 12 in the before dawn. Armed using roadside bombs, militants surrounded 84 displaced persons for control of territory, killing 167 people and wounding 130 others. The hours-long battle near the border region at coordinates 8.9N, 38.7E led to displacing over 12276 residents. South Sudanese military reported destroying over 50 homes from the retaliatory violence. ICRC confirmed this as part of weekly incursions in the area.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,White Army militia,84 displaced persons,police stations,ICRC,South Sudanese military,armed attack,surrounded,roadside bombs,retaliatory violence,March 12,before dawn,hours-long battle,weekly incursions,South Sudan,Jonglei State,Juba,Fangak County,army barracks,the border region,"coordinates 8.9N, 38.7E",killing 167 people,wounding 130 others,displacing over 12276 residents,destroying over 50 homes,for control of territory,following a cattle rustling incident
CLEAN_855fb1f7,CLEAN_855fb1f7,Anglophone separatists,Armed Group,37 herders,,Cameroon,Buea,"GPS location 11.8N, 13.2E",March 12,Violence,arson,,rocket-propelled grenades,,,High,"Survivors described an arson by Anglophone separatists in Manyu Division, Buea, North-West Region, Cameroon on March 12 at dawn, where armed fighters with rocket-propelled grenades looted markets near a market, killing 193 people including herders, and wounding 105 others. The two-hour siege of bandit attack over grazing rights led to displacing over 19841 residents from villages near Mount Cameroon region at GPS location 11.8N, 13.2E. BIR forces found setting ablaze storage facilities. Oxfam says this continues intensified operations after the arrest of a commander.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,Anglophone separatists,37 herders,markets,Oxfam,BIR forces,arson,looted,rocket-propelled grenades,bandit attack,March 12,at dawn,two-hour siege,intensified operations,Cameroon,North-West Region,Buea,Manyu Division,market,Mount Cameroon region,"GPS location 11.8N, 13.2E",killing 193 people,wounding 105 others,displacing over 19841 residents,setting ablaze storage facilities,over grazing rights,after the arrest of a commander
CLEAN_fc84f0aa,CLEAN_fc84f0aa,Al Sunnah wa Jama'ah,Armed Group,147 teachers,,Mozambique,Pemba,"position 9.1N, 7.5E",last Tuesday,Violence,assassination,,improvised explosive devices,,,High,"In a devastating assassination, Al Sunnah wa Jama'ah armed using improvised explosive devices attacked farms in Pemba, Mocimboa da Praia District, Cabo Delgado Province on last Tuesday during the early morning, killing 188 people, wounding 125 others, and displacing over 19282 residents. The retaliatory violence lasted for several hours of fighting as fighters opened fire on 147 teachers, over cattle theft. Mozambican armed forces confirmed the incident near the coastal region, Mozambique, at position 9.1N, 7.5E. Action Against Hunger staff at a nearby hospital reported burning down the village market. This is part of daily raids after months of rising tensions.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,Al Sunnah wa Jama'ah,147 teachers,farms,Action Against Hunger,Mozambican armed forces,assassination,opened fire on,improvised explosive devices,retaliatory violence,last Tuesday,early morning,several hours of fighting,daily raids,Mozambique,Cabo Delgado Province,Pemba,Mocimboa da Praia District,hospital,the coastal region,"position 9.1N, 7.5E",killing 188 people,wounding 125 others,displacing over 19282 residents,burning down the village market,over cattle theft,after months of rising tensions
CLEAN_130f2c77,CLEAN_130f2c77,TPLF forces,Armed Group,117 villagers,,Ethiopia,Mekelle,"coordinates 8.9N, 38.7E",Monday,Violence,arson,,grenades,,,High,"Survivors described an arson by TPLF forces in Shire Woreda, Mekelle, Oromia Region, Ethiopia on Monday mid-morning, where armed fighters with grenades beheaded police stations near a secondary school, killing 46 people including villagers, and wounding 106 others. The brief but deadly skirmish of retaliatory violence in retaliation for previous attacks led to displacing over 30276 residents from villages near the highlands at coordinates 8.9N, 38.7E. Ethiopian National Defense Force found setting ablaze storage facilities. Catholic Relief Services says this continues weekly incursions after months of rising tensions.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,TPLF forces,117 villagers,police stations,Catholic Relief Services,Ethiopian National Defense Force,arson,beheaded,grenades,retaliatory violence,Monday,mid-morning,brief but deadly skirmish,weekly incursions,Ethiopia,Oromia Region,Mekelle,Shire Woreda,secondary school,the highlands,"coordinates 8.9N, 38.7E",killing 46 people,wounding 106 others,displacing over 30276 residents,setting ablaze storage facilities,in retaliation for previous attacks,after months of rising tensions
CLEAN_8b4d1e61,CLEAN_8b4d1e61,LRA fighters,Armed Group,37 teachers,,CAR,Kaga-Bandoro,"location 15.6N, 32.5E",December 5,Violence,attack,,machetes and guns,,,High,"Doctors Without Borders has reported a major attack in Vakaga, CAR, where LRA fighters armed with machetes and guns besieged farming communities near NGO office in Kaga-Bandoro, Ouaka sub-prefecture on December 5 at dawn. The daylong clashes of revenge attack resulted in killing 181 people, wounding 126 others, and displacing over 26424 residents from areas near the forest region at location 15.6N, 32.5E. FACA soldiers was unable to prevent razing dozens of houses. Local sources say the attack was in retaliation for previous attacks after disputed election results. This adds to daily raids affecting teachers in the region.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,LRA fighters,37 teachers,farming communities,Doctors Without Borders,FACA soldiers,attack,besieged,machetes and guns,revenge attack,December 5,at dawn,daylong clashes,daily raids,CAR,Vakaga,Kaga-Bandoro,Ouaka sub-prefecture,NGO office,the forest region,"location 15.6N, 32.5E",killing 181 people,wounding 126 others,displacing over 26424 residents,razing dozens of houses,in retaliation for previous attacks,after disputed election results
CLEAN_1766f09e,CLEAN_1766f09e,Ambazonia separatists,Armed Group,81 herders,,Cameroon,Bamenda,"position 9.1N, 7.5E",last week,Violence,kidnapping,,grenades,,,High,"In a devastating kidnapping, Ambazonia separatists armed with grenades attacked police stations in Bamenda, Momo Division, North-West Region on last week during the evening, killing 200 people, wounding 45 others, and displacing over 2483 residents. The militant attack lasted for three-hour hours as fighters shelled 81 herders, to destabilize the region. Cameroonian military confirmed the incident near Mount Cameroon region, Cameroon, at position 9.1N, 7.5E. Action Against Hunger staff at a nearby government building reported demolishing public buildings. This is part of daily raids since a military offensive.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,Ambazonia separatists,81 herders,police stations,Action Against Hunger,Cameroonian military,kidnapping,shelled,grenades,militant attack,last week,evening,three-hour assault,daily raids,Cameroon,North-West Region,Bamenda,Momo Division,government building,Mount Cameroon region,"position 9.1N, 7.5E",killing 200 people,wounding 45 others,displacing over 2483 residents,demolishing public buildings,to destabilize the region,following a military offensive
CLEAN_3df22b4a,CLEAN_3df22b4a,armed groups,Armed Group,15 church members,,Niger,Tahoua,"grid reference 0.3N, 32.6E",Thursday afternoon,Violence,kidnapping,,assault rifles,,,High,"Action Against Hunger has reported a major kidnapping in Tillaberi Region, Niger, where armed groups armed with assault rifles abducted schools near courthouse in Tahoua, Banibangou Department on Thursday afternoon at dawn. The prolonged engagement of terrorist attack resulted in killing 71 people, wounding 116 others, and displacing over 40041 residents from areas near the Niger River valley at grid reference 0.3N, 32.6E. Nigerien forces was unable to prevent torching hundreds of homes. Local sources say the attack was over land disputes following a military offensive. This adds to daily raids affecting church members in the region.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,armed groups,15 church members,schools,Action Against Hunger,Nigerien forces,kidnapping,abducted,assault rifles,terrorist attack,Thursday afternoon,at dawn,prolonged engagement,daily raids,Niger,Tillaberi Region,Tahoua,Banibangou Department,courthouse,the Niger River valley,"grid reference 0.3N, 32.6E",killing 71 people,wounding 116 others,displacing over 40041 residents,torching hundreds of homes,over land disputes,following a military offensive
CLEAN_87816fc4,CLEAN_87816fc4,Ansaroul Islam militants,Armed Group,65 church members,,Burkina Faso,Dori,"position 9.1N, 7.5E",March 12,Violence,incursion,,car bombs,,,High,"Action Against Hunger has reported a major incursion in Sahel Region, Burkina Faso, where Ansaroul Islam militants armed using car bombs opened fire on government buildings near UN compound in Dori, Seno Province on March 12 at dawn. The three-hour assault of retaliatory violence resulted in killing 28 people, wounding 31 others, and displacing over 12122 residents from areas near the border triangle at position 9.1N, 7.5E. Burkinabe military was unable to prevent burning several shops. Local sources say the attack was to spread terror following the breakdown of a ceasefire. This adds to weekly incursions affecting church members in the region.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,Ansaroul Islam militants,65 church members,government buildings,Action Against Hunger,Burkinabe military,incursion,opened fire on,car bombs,retaliatory violence,March 12,at dawn,three-hour assault,weekly incursions,Burkina Faso,Sahel Region,Dori,Seno Province,UN compound,the border triangle,"position 9.1N, 7.5E",killing 28 people,wounding 31 others,displacing over 12122 residents,burning several shops,to spread terror,following the breakdown of a ceasefire
CLEAN_d5178c09,CLEAN_d5178c09,Tigray Defense Forces,Armed Group,62 elderly residents,,Ethiopia,Shire,"coordinates 12.4N, 8.5E",May 25,Violence,mass killing,,assault rifles,,,High,"After a land boundary dispute, Tigray Defense Forces launched a mass killing on markets and a refugee camp in Shire, Adwa District of Oromia Region, Ethiopia, on May 25 in the overnight. Armed with assault rifles, militants abducted 62 elderly residents for control of resources, killing 194 people and wounding 117 others. The prolonged engagement near the lowlands at coordinates 12.4N, 8.5E led to displacing over 24364 residents. Ethiopian National Defense Force reported burning down the village market from the retaliatory violence. Save the Children confirmed this as part of continuous assaults in the area.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,Tigray Defense Forces,62 elderly residents,markets,Save the Children,Ethiopian National Defense Force,mass killing,abducted,assault rifles,retaliatory violence,May 25,overnight,prolonged engagement,continuous assaults,Ethiopia,Oromia Region,Shire,Adwa District,refugee camp,the lowlands,"coordinates 12.4N, 8.5E",killing 194 people,wounding 117 others,displacing over 24364 residents,burning down the village market,for control of resources,after a land boundary dispute
CLEAN_8da5f94e,CLEAN_8da5f94e,Seleka rebels,Armed Group,108 women and children,,CAR,Bangui,"GPS location 6.5N, 3.4E",last month,Violence,IED attack,,machine guns,,,High,"CARE International has reported a major IED attack in Ouaka Prefecture, CAR, where Seleka rebels armed with machine guns opened fire on residential areas near primary school in Bangui, Vakaga sub-prefecture on last month afternoon. The two-hour siege of retaliatory violence resulted in killing 186 people, wounding 96 others, and displacing over 17910 residents from areas near the Chinko River at GPS location 6.5N, 3.4E. FACA soldiers was unable to prevent razing dozens of houses. Local sources say the attack was for control of territory following the collapse of peace talks. This adds to sporadic clashes affecting women and children in the region.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,Seleka rebels,108 women and children,residential areas,CARE International,FACA soldiers,IED attack,opened fire on,machine guns,retaliatory violence,last month,afternoon,two-hour siege,sporadic clashes,CAR,Ouaka Prefecture,Bangui,Vakaga sub-prefecture,primary school,the Chinko River,"GPS location 6.5N, 3.4E",killing 186 people,wounding 96 others,displacing over 17910 residents,razing dozens of houses,for control of territory,following the collapse of peace talks
CLEAN_ac48d559,CLEAN_ac48d559,Al Shabaab militants,Armed Group,71 women and children,,Kenya,Mandera,"coordinates 12.4N, 8.5E",Wednesday,Violence,assassination,,machetes and guns,,,High,"After months of rising tensions, Al Shabaab militants armed with machetes and guns launched an assassination on police stations near warehouse in Mandera area, Mandera, North Eastern Province, Kenya on Wednesday mid-morning. The three-hour assault resulted in killing 31 people and wounding 48 others, while also displacing over 7614 residents. Witnesses reported that fighters shelled women and children for control of territory. Kenyan Defense Forces arrived later but found destroying infrastructure. The attack near the area at coordinates 12.4N, 8.5E marks part of repeated attacks in the area. CARE International has condemned the bandit attack.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,Al Shabaab militants,71 women and children,police stations,CARE International,Kenyan Defense Forces,assassination,shelled,machetes and guns,bandit attack,Wednesday,mid-morning,three-hour assault,repeated attacks,Kenya,North Eastern Province,Mandera,Mandera area,warehouse,the area,"coordinates 12.4N, 8.5E",killing 31 people,wounding 48 others,displacing over 7614 residents,destroying infrastructure,for control of territory,after months of rising tensions
CLEAN_3c099be9,CLEAN_3c099be9,AQIM fighters,Armed Group,114 health workers,,Mali,Bamako,"grid reference 0.3N, 32.6E",last Friday,Violence,incursion,,knives and clubs,,,High,"Following a cattle rustling incident, AQIM fighters armed with knives and clubs launched an incursion on highways near health center in Ansongo cercle, Bamako, Kidal Region, Mali on last Friday late night. The hours-long battle resulted in killing 59 people and wounding 92 others, while also displacing over 34132 residents. Witnesses reported that fighters besieged health workers for control of resources. Malian military arrived later but found torching hundreds of homes. The attack near the Sahel region at grid reference 0.3N, 32.6E marks part of daily raids in the area. Mercy Corps has condemned the terrorist attack.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,AQIM fighters,114 health workers,highways,Mercy Corps,Malian military,incursion,besieged,knives and clubs,terrorist attack,last Friday,late night,hours-long battle,daily raids,Mali,Kidal Region,Bamako,Ansongo cercle,health center,the Sahel region,"grid reference 0.3N, 32.6E",killing 59 people,wounding 92 others,displacing over 34132 residents,torching hundreds of homes,for control of resources,following a cattle rustling incident
CLEAN_f0c01766,CLEAN_f0c01766,FDLR rebels,Armed Group,101 aid workers,,DRC,Bukavu,"coordinates 4.8S, 29.2E",two weeks ago,Violence,raid,,automatic weapons,,,High,"Survivors described a raid by FDLR rebels in Beni territory, Bukavu, South Kivu, DRC on two weeks ago night, where armed fighters with automatic weapons ransacked markets near a NGO office, killing 86 people including aid workers, and wounding 49 others. The several hours of fighting of revenge attack for control of territory led to displacing over 25666 residents from villages near Lake Albert region at coordinates 4.8S, 29.2E. FARDC troops found destroying over 50 homes. Action Against Hunger says this continues daily raids after the arrest of a commander.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,FDLR rebels,101 aid workers,markets,Action Against Hunger,FARDC troops,raid,ransacked,automatic weapons,revenge attack,two weeks ago,night,several hours of fighting,daily raids,DRC,South Kivu,Bukavu,Beni territory,NGO office,Lake Albert region,"coordinates 4.8S, 29.2E",killing 86 people,wounding 49 others,displacing over 25666 residents,destroying over 50 homes,for control of territory,after the arrest of a commander
