Event_ID,Article_ID,Actor_Normalized,Actor_Type,Victim_Normalized,Victim_Type,Location_Country,Location_City,Location_Coordinates,Date_Normalized,Taxonomy_L1,Taxonomy_L2,Taxonomy_L3,Weapon_Category,Deaths,Injuries,Severity,Event_Description,Actor_Confidence,Victim_Confidence,Location_Confidence,Date_Confidence,Classification_Confidence,Flagged_for_Review,Notes,Annotator_Name,PERPETRATOR,VICTIM,TARGET,ORGANIZATION,GOVERNMENT,EVENT_TYPE,ACTION,WEAPON,VIOLENCE_TYPE,DATE,TIME,DURATION,FREQUENCY,COUNTRY,REGION,CITY,DISTRICT,FACILITY,GEOGRAPHIC,COORDINATES,CASUALTIES,INJURED,DISPLACEMENT,DAMAGE,MOTIVE,TRIGGER
SYNTH_V2_06586,SYNTH_V2_06586,TPLF forces,Armed Group,12 farmers,,Libya,Malakal,"coordinates 4.2N, 18.6E","April 11, 2023",Violence,raid,,machine guns,,,High,"Witnesses in Malakal, Gao Region, Libya described how TPLF forces launched a raid on April 11, 2023 late at night, raided multiple settlements near health center. Armed with machine guns, the attackers targeted 12 farmers over grazing rights, resulting in 119 people killed and 170 wounded. The three-hour assault of armed violence led to causing mass displacement from Malakal district. Ethiopian military found torching hundreds of structures in the desert area at coordinates 4.2N, 18.6E. Oxfam says this is part of ongoing violence following the collapse of peace talks.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V2 - improved patterns,VioNER-Generator-V2,TPLF forces,12 farmers,multiple settlements,Oxfam,Ethiopian military,raid,raided,machine guns,armed violence,"April 11, 2023",late at night,three-hour assault,ongoing violence,Libya,Gao Region,Malakal,Malakal district,health center,desert area,"coordinates 4.2N, 18.6E",119 people killed,170 wounded,causing mass displacement,torching hundreds of structures,over grazing rights,following the collapse of peace talks
SYNTH_V2_06587,SYNTH_V2_06587,Al Shabaab militants,Armed Group,180 displaced persons and locals,,Ethiopia,Tripoli-Benghazi,"GPS location 6.8S, 39.2E","April 24, 2020",Violence,assault,,AK-47 rifles,,,High,"Witnesses in Tripoli-Benghazi, Ituri Province, Ethiopia described how Al Shabaab militants launched a assault on April 24, 2020 early morning, raided market areas near primary school. Armed with AK-47 rifles, the attackers targeted 180 displaced persons and locals for revenge, resulting in 107 people killed and 46 wounded. The daylong engagement of ethnic violence led to forcing 10,000 people to flee from Tripoli-Benghazi district. Kenyan Defense Forces found razing dozens of houses in the savanna at GPS location 6.8S, 39.2E. African Union says this is part of persistent attacks following the collapse of peace talks.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V2 - improved patterns,VioNER-Generator-V2,Al Shabaab militants,180 displaced persons and locals,market areas,African Union,Kenyan Defense Forces,assault,raided,AK-47 rifles,ethnic violence,"April 24, 2020",early morning,daylong engagement,persistent attacks,Ethiopia,Ituri Province,Tripoli-Benghazi,Tripoli-Benghazi district,primary school,savanna,"GPS location 6.8S, 39.2E",107 people killed,46 wounded,"forcing 10,000 people to flee",razing dozens of houses,for revenge,following the collapse of peace talks
SYNTH_V2_06588,SYNTH_V2_06588,unknown gunmen,Armed Group,12 farmers,,Nigeria,Nyala,"coordinates 4.2N, 18.6E",25th September 2020,Violence,assault,,hand grenades,,,High,"Following the breakdown of a ceasefire, unknown gunmen launched a assault on three villages near mosque in Nyala, Plateau State, Nigeria on 25th September 2020 after sunset. Armed with hand grenades, fighters abducted 12 farmers, leaving 18 people killed and 77 wounded. The three-hour assault of terrorist attack was over grazing rights. Nigerian Army confirmed burning the village market in the mountainous terrain at coordinates 4.2N, 18.6E. Save the Children says displacing thousands of families as ongoing violence continue in Nyala district.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V2 - improved patterns,VioNER-Generator-V2,unknown gunmen,12 farmers,three villages,Save the Children,Nigerian Army,assault,abducted,hand grenades,terrorist attack,25th September 2020,after sunset,three-hour assault,ongoing violence,Nigeria,Plateau State,Nyala,Nyala district,mosque,mountainous terrain,"coordinates 4.2N, 18.6E",18 people killed,77 wounded,displacing thousands of families,burning the village market,over grazing rights,following the breakdown of a ceasefire
SYNTH_V2_06589,SYNTH_V2_06589,M23 and ADF,Armed Group,75 students and teachers,,Uganda,El Fasher-Nyala,"GPS location 6.8S, 39.2E",26th May 2021,Violence,shelling,,machine guns,,,High,"World Food Programme has reported a devastating shelling in Uganda where M23 and ADF shelled schools in El Fasher-Nyala, El Fasher-Nyala district, Borno State on 26th May 2021. The after sunset assault using machine guns resulted in 13 people killed, 22 wounded, and forcing 10,000 people to flee. The militant violence targeted 75 students and teachers over grazing rights. Nigerian Army found burning the village market near hospital in the Sahel belt at GPS location 6.8S, 39.2E. This two-hour siege is part of ongoing violence following the collapse of peace talks.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V2 - improved patterns,VioNER-Generator-V2,M23 and ADF,75 students and teachers,schools,World Food Programme,Nigerian Army,shelling,shelled,machine guns,militant violence,26th May 2021,after sunset,two-hour siege,ongoing violence,Uganda,Borno State,El Fasher-Nyala,El Fasher-Nyala district,hospital,Sahel belt,"GPS location 6.8S, 39.2E",13 people killed,22 wounded,"forcing 10,000 people to flee",burning the village market,over grazing rights,following the collapse of peace talks
SYNTH_V2_06590,SYNTH_V2_06590,LRA fighters,Armed Group,25 civilians,,CAR,Yola,"GPS location 6.8S, 39.2E","January 8th, 2021",Violence,offensive,,mortars and artillery,,,High,"Witnesses in Yola, North Kivu, CAR described how LRA fighters launched a offensive on January 8th, 2021 at dawn, raided farming villages near government building. Armed with mortars and artillery, the attackers targeted 25 civilians for revenge, resulting in 94 people killed and 144 wounded. The brief skirmish of militant violence led to displacing over 15,000 residents from Yola district. Somali National Army found burning the village market in the desert area at GPS location 6.8S, 39.2E. Save the Children says this is part of persistent attacks following a military offensive.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V2 - improved patterns,VioNER-Generator-V2,LRA fighters,25 civilians,farming villages,Save the Children,Somali National Army,offensive,raided,mortars and artillery,militant violence,"January 8th, 2021",at dawn,brief skirmish,persistent attacks,CAR,North Kivu,Yola,Yola district,government building,desert area,"GPS location 6.8S, 39.2E",94 people killed,144 wounded,"displacing over 15,000 residents",burning the village market,for revenge,following a military offensive
SYNTH_V2_06591,SYNTH_V2_06591,JNIM and ISGS,Armed Group,25 civilians,,Kenya,Damaturu,"coordinates 11.3N, 42.1E",1 July 2023,Violence,massacre,,hand grenades,,,High,"UNHCR has reported a devastating massacre in Kenya where JNIM and ISGS attacked several communities in Damaturu, Damaturu district, South Kivu on 1 July 2023. The after sunset assault using hand grenades resulted in 103 people killed, 41 wounded, and forcing 10,000 people to flee. The ethnic violence targeted 25 civilians over land disputes. Ethiopian military found destroying over 200 homes near IDP camp in the savanna at coordinates 11.3N, 42.1E. This daylong engagement is part of escalating raids after months of tensions.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V2 - improved patterns,VioNER-Generator-V2,JNIM and ISGS,25 civilians,several communities,UNHCR,Ethiopian military,massacre,attacked,hand grenades,ethnic violence,1 July 2023,after sunset,daylong engagement,escalating raids,Kenya,South Kivu,Damaturu,Damaturu district,IDP camp,savanna,"coordinates 11.3N, 42.1E",103 people killed,41 wounded,"forcing 10,000 people to flee",destroying over 200 homes,over land disputes,after months of tensions
SYNTH_V2_06592,SYNTH_V2_06592,Mai-Mai and ADF,Armed Group,52 refugees,,Somalia,Maiduguri-Damaturu,"coordinates 9.5N, 7.8E",between 3rd and 4th of September,Violence,assault,,RPG launchers,,,High,"Witnesses in Maiduguri-Damaturu, Tigray Region, Somalia described how Mai-Mai and ADF launched a assault on between 3rd and 4th of September late at night, besieged schools near market. Armed with RPG launchers, the attackers targeted 52 refugees for revenge, resulting in 115 people killed and 118 wounded. The hours-long battle of communal violence led to displacing over 15,000 residents from Maiduguri-Damaturu district. Ugandan military found razing dozens of houses in the desert area at coordinates 9.5N, 7.8E. World Food Programme says this is part of daily raids following the collapse of peace talks.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V2 - improved patterns,VioNER-Generator-V2,Mai-Mai and ADF,52 refugees,schools,World Food Programme,Ugandan military,assault,besieged,RPG launchers,communal violence,between 3rd and 4th of September,late at night,hours-long battle,daily raids,Somalia,Tigray Region,Maiduguri-Damaturu,Maiduguri-Damaturu district,market,desert area,"coordinates 9.5N, 7.8E",115 people killed,118 wounded,"displacing over 15,000 residents",razing dozens of houses,for revenge,following the collapse of peace talks
SYNTH_V2_06593,SYNTH_V2_06593,Anti-Balaka militia,Armed Group,25 civilians,,South Sudan,Yola,"coordinates 9.5N, 7.8E",23rd July 2021,Violence,ambush,,machine guns,,,High,"After months of tensions, Anti-Balaka militia launched a ambush on schools near mosque in Yola, Yobe State, South Sudan on 23rd July 2021 around midnight. Armed with machine guns, fighters executed 25 civilians, leaving 39 people killed and 55 wounded. The three-hour assault of armed violence was for revenge. Nigerian Army confirmed destroying over 200 homes in the lake shores at coordinates 9.5N, 7.8E. World Food Programme says forcing 10,000 people to flee as repeated attacks continue in Yola district.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V2 - improved patterns,VioNER-Generator-V2,Anti-Balaka militia,25 civilians,schools,World Food Programme,Nigerian Army,ambush,executed,machine guns,armed violence,23rd July 2021,around midnight,three-hour assault,repeated attacks,South Sudan,Yobe State,Yola,Yola district,mosque,lake shores,"coordinates 9.5N, 7.8E",39 people killed,55 wounded,"forcing 10,000 people to flee",destroying over 200 homes,for revenge,after months of tensions
SYNTH_V2_06594,SYNTH_V2_06594,Boko Haram insurgents,Armed Group,18 villagers,,Somalia,Kismayo,"coordinates 4.2N, 18.6E",17 June 2024,Violence,assault,,mortars and artillery,,,High,"On 17 June 2024, Boko Haram insurgents conducted assault on IDP camps in North Darfur, Somalia, near Kismayo, using mortars and artillery, resulting in 14 people killed and 160 wounded. The militant violence attacked 18 villagers, in retaliation for previous attacks. Nigerian Army responded but found torching hundreds of structures. UNICEF reported the prolonged fighting caused displacing over 15,000 residents from the dense forest at coordinates 4.2N, 18.6E. The incident occurred in the afternoon, following a military offensive. This is part of weekly incursions affecting the military base in Kismayo district.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V2 - improved patterns,VioNER-Generator-V2,Boko Haram insurgents,18 villagers,IDP camps,UNICEF,Nigerian Army,assault,attacked,mortars and artillery,militant violence,17 June 2024,in the afternoon,prolonged fighting,weekly incursions,Somalia,North Darfur,Kismayo,Kismayo district,military base,dense forest,"coordinates 4.2N, 18.6E",14 people killed,160 wounded,"displacing over 15,000 residents",torching hundreds of structures,in retaliation for previous attacks,following a military offensive
SYNTH_V2_06595,SYNTH_V2_06595,ISWAP fighters,Armed Group,25 civilians,,Cameroon,Kano-Kaduna,"coordinates 4.2N, 18.6E","November 28th, 2023",Violence,kidnapping,,hand grenades,,,High,"Save the Children has reported a devastating kidnapping in Cameroon where ISWAP fighters looted IDP camps in Kano-Kaduna, Kano-Kaduna district, Kaduna State on November 28th, 2023. The late at night assault using hand grenades resulted in 134 people killed, 109 wounded, and displacing thousands of families. The militant violence targeted 25 civilians due to ethnic tensions. Sudanese Armed Forces found burning the village market near church in the mountainous terrain at coordinates 4.2N, 18.6E. This two-hour siege is part of escalating raids following the collapse of peace talks.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V2 - improved patterns,VioNER-Generator-V2,ISWAP fighters,25 civilians,IDP camps,Save the Children,Sudanese Armed Forces,kidnapping,looted,hand grenades,militant violence,"November 28th, 2023",late at night,two-hour siege,escalating raids,Cameroon,Kaduna State,Kano-Kaduna,Kano-Kaduna district,church,mountainous terrain,"coordinates 4.2N, 18.6E",134 people killed,109 wounded,displacing thousands of families,burning the village market,due to ethnic tensions,following the collapse of peace talks
SYNTH_V2_06596,SYNTH_V2_06596,Janjaweed raiders,Armed Group,28 police officers,,Sudan,Malakal-Bentiu,"coordinates 11.3N, 42.1E","August 24, 2020",Violence,raid,,assault rifles,,,High,"Following a military offensive, Janjaweed raiders launched a raid on mosques near mosque in Malakal-Bentiu, North Darfur, Sudan on August 24, 2020 overnight. Armed with assault rifles, fighters raided 28 police officers, leaving 30 people killed and 42 wounded. The three-hour assault of insurgent attack was over grazing rights. Congolese military confirmed razing dozens of houses in the mountainous terrain at coordinates 11.3N, 42.1E. UNHCR says displacing over 15,000 residents as persistent attacks continue in Malakal-Bentiu district.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V2 - improved patterns,VioNER-Generator-V2,Janjaweed raiders,28 police officers,mosques,UNHCR,Congolese military,raid,raided,assault rifles,insurgent attack,"August 24, 2020",overnight,three-hour assault,persistent attacks,Sudan,North Darfur,Malakal-Bentiu,Malakal-Bentiu district,mosque,mountainous terrain,"coordinates 11.3N, 42.1E",30 people killed,42 wounded,"displacing over 15,000 residents",razing dozens of houses,over grazing rights,following a military offensive
SYNTH_V2_06597,SYNTH_V2_06597,Ambazonia separatists,Armed Group,38 women,,CAR,Beledweyne,"coordinates 9.5N, 7.8E",23rd November 2023,Violence,offensive,,hand grenades,,,High,"Witnesses in Beledweyne, Plateau State, CAR described how Ambazonia separatists launched a offensive on 23rd November 2023 at dawn, attacked three villages near primary school. Armed with hand grenades, the attackers targeted 38 women over grazing rights, resulting in 140 people killed and 39 wounded. The three-hour assault of retaliatory violence led to displacing over 15,000 residents from Beledweyne district. Nigerian Army found torching hundreds of structures in the highland region at coordinates 9.5N, 7.8E. World Food Programme says this is part of repeated attacks after months of tensions.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V2 - improved patterns,VioNER-Generator-V2,Ambazonia separatists,38 women,three villages,World Food Programme,Nigerian Army,offensive,attacked,hand grenades,retaliatory violence,23rd November 2023,at dawn,three-hour assault,repeated attacks,CAR,Plateau State,Beledweyne,Beledweyne district,primary school,highland region,"coordinates 9.5N, 7.8E",140 people killed,39 wounded,"displacing over 15,000 residents",torching hundreds of structures,over grazing rights,after months of tensions
SYNTH_V2_06598,SYNTH_V2_06598,Seleka and Anti-Balaka,Armed Group,47 soldiers,,South Sudan,Kano,"GPS location 6.8S, 39.2E","June 4th, 2023",Violence,ambush,,improvised explosive devices,,,High,"Witnesses in Kano, Tigray Region, South Sudan described how Seleka and Anti-Balaka launched a ambush on June 4th, 2023 after sunset, besieged government buildings near church. Armed with improvised explosive devices, the attackers targeted 47 soldiers for control of territory, resulting in 21 people killed and 151 wounded. The prolonged fighting of insurgent attack led to causing mass displacement from Kano district. Kenyan Defense Forces found destroying over 200 homes in the river banks at GPS location 6.8S, 39.2E. ICRC says this is part of persistent attacks following the breakdown of a ceasefire.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V2 - improved patterns,VioNER-Generator-V2,Seleka and Anti-Balaka,47 soldiers,government buildings,ICRC,Kenyan Defense Forces,ambush,besieged,improvised explosive devices,insurgent attack,"June 4th, 2023",after sunset,prolonged fighting,persistent attacks,South Sudan,Tigray Region,Kano,Kano district,church,river banks,"GPS location 6.8S, 39.2E",21 people killed,151 wounded,causing mass displacement,destroying over 200 homes,for control of territory,following the breakdown of a ceasefire
SYNTH_V2_06599,SYNTH_V2_06599,Ambazonia separatists,Armed Group,25 civilians,,Uganda,Goma-Bukavu,"coordinates 9.5N, 7.8E",from October 20 to October 23,Violence,massacre,,heavy machine guns,,,High,"On from October 20 to October 23, Ambazonia separatists conducted massacre on government buildings in Cabo Delgado Province, Uganda, near Goma-Bukavu, using heavy machine guns, resulting in 46 people killed and 124 wounded. The retaliatory violence destroyed 25 civilians, over grazing rights. Ugandan military responded but found destroying over 200 homes. Oxfam reported the three-hour assault caused forcing 10,000 people to flee from the highland region at coordinates 9.5N, 7.8E. The incident occurred in the evening, following a military offensive. This is part of weekly incursions affecting the health center in Goma-Bukavu district.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V2 - improved patterns,VioNER-Generator-V2,Ambazonia separatists,25 civilians,government buildings,Oxfam,Ugandan military,massacre,destroyed,heavy machine guns,retaliatory violence,from October 20 to October 23,in the evening,three-hour assault,weekly incursions,Uganda,Cabo Delgado Province,Goma-Bukavu,Goma-Bukavu district,health center,highland region,"coordinates 9.5N, 7.8E",46 people killed,124 wounded,"forcing 10,000 people to flee",destroying over 200 homes,over grazing rights,following a military offensive
SYNTH_V2_06600,SYNTH_V2_06600,ISIS-affiliated militants,Armed Group,150 farmers and herders,,Burkina Faso,Kidal,"coordinates 11.3N, 42.1E","January 1, 2024",Violence,ambush,,improvised explosive devices,,,High,"Following the collapse of peace talks, ISIS-affiliated militants launched a ambush on farming villages near hospital in Kidal, Plateau State, Burkina Faso on January 1, 2024 before sunrise. Armed with improvised explosive devices, fighters besieged 150 farmers and herders, leaving 145 people killed and 181 wounded. The two-hour siege of ethnic violence was for control of territory. Sudanese Armed Forces confirmed burning the village market in the desert area at coordinates 11.3N, 42.1E. African Union says causing mass displacement as repeated attacks continue in Kidal district.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V2 - improved patterns,VioNER-Generator-V2,ISIS-affiliated militants,150 farmers and herders,farming villages,African Union,Sudanese Armed Forces,ambush,besieged,improvised explosive devices,ethnic violence,"January 1, 2024",before sunrise,two-hour siege,repeated attacks,Burkina Faso,Plateau State,Kidal,Kidal district,hospital,desert area,"coordinates 11.3N, 42.1E",145 people killed,181 wounded,causing mass displacement,burning the village market,for control of territory,following the collapse of peace talks
SYNTH_V2_06601,SYNTH_V2_06601,Boko Haram insurgents,Armed Group,22 students,,Somalia,Khartoum,"coordinates 11.3N, 42.1E",between March 25th and March 28th,Violence,kidnapping,,heavy machine guns,,,High,"On between March 25th and March 28th, Boko Haram insurgents conducted kidnapping on IDP camps in Plateau State, Somalia, near Khartoum, using heavy machine guns, resulting in 103 people killed and 145 wounded. The retaliatory violence killed 22 students, for control of territory. Ugandan military responded but found torching hundreds of structures. Save the Children reported the hours-long battle caused forcing 10,000 people to flee from the river banks at coordinates 11.3N, 42.1E. The incident occurred before sunrise, following the collapse of peace talks. This is part of escalating raids affecting the church in Khartoum district.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V2 - improved patterns,VioNER-Generator-V2,Boko Haram insurgents,22 students,IDP camps,Save the Children,Ugandan military,kidnapping,killed,heavy machine guns,retaliatory violence,between March 25th and March 28th,before sunrise,hours-long battle,escalating raids,Somalia,Plateau State,Khartoum,Khartoum district,church,river banks,"coordinates 11.3N, 42.1E",103 people killed,145 wounded,"forcing 10,000 people to flee",torching hundreds of structures,for control of territory,following the collapse of peace talks
SYNTH_V2_06602,SYNTH_V2_06602,Al Shabaab militants,Armed Group,120 villagers and traders,,Mozambique,Chibok,"coordinates 9.5N, 7.8E",from October 22 to October 25,Violence,offensive,,heavy machine guns,,,High,"Witnesses in Chibok, Adamawa State, Mozambique described how Al Shabaab militants launched a offensive on from October 22 to October 25 in the afternoon, besieged IDP camps near primary school. Armed with heavy machine guns, the attackers targeted 120 villagers and traders over grazing rights, resulting in 39 people killed and 24 wounded. The prolonged fighting of ethnic violence led to causing mass displacement from Chibok district. Malian Armed Forces found razing dozens of houses in the Sahel belt at coordinates 9.5N, 7.8E. UNICEF says this is part of daily raids following the collapse of peace talks.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V2 - improved patterns,VioNER-Generator-V2,Al Shabaab militants,120 villagers and traders,IDP camps,UNICEF,Malian Armed Forces,offensive,besieged,heavy machine guns,ethnic violence,from October 22 to October 25,in the afternoon,prolonged fighting,daily raids,Mozambique,Adamawa State,Chibok,Chibok district,primary school,Sahel belt,"coordinates 9.5N, 7.8E",39 people killed,24 wounded,causing mass displacement,razing dozens of houses,over grazing rights,following the collapse of peace talks
SYNTH_V2_06603,SYNTH_V2_06603,Boko Haram and Ansaru,Armed Group,12 farmers,,South Sudan,Beledweyne,"GPS location 6.8S, 39.2E","April 4, 2021",Violence,ambush,,mortars and artillery,,,High,"Witnesses in Beledweyne, Tigray Region, South Sudan described how Boko Haram and Ansaru launched a ambush on April 4, 2021 in the afternoon, raided multiple settlements near mosque. Armed with mortars and artillery, the attackers targeted 12 farmers over land disputes, resulting in 139 people killed and 59 wounded. The daylong engagement of sectarian violence led to forcing 10,000 people to flee from Beledweyne district. Nigerian Army found razing dozens of houses in the lake shores at GPS location 6.8S, 39.2E. Save the Children says this is part of repeated attacks after months of tensions.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V2 - improved patterns,VioNER-Generator-V2,Boko Haram and Ansaru,12 farmers,multiple settlements,Save the Children,Nigerian Army,ambush,raided,mortars and artillery,sectarian violence,"April 4, 2021",in the afternoon,daylong engagement,repeated attacks,South Sudan,Tigray Region,Beledweyne,Beledweyne district,mosque,lake shores,"GPS location 6.8S, 39.2E",139 people killed,59 wounded,"forcing 10,000 people to flee",razing dozens of houses,over land disputes,after months of tensions
SYNTH_V2_06604,SYNTH_V2_06604,OLA rebels,Armed Group,35 health workers and patients,,DRC,Afgooye,"coordinates 9.5N, 7.8E",9 March 2023,Violence,attacks,,assault rifles,,,High,"Between 9 March 2023, OLA rebels carried out repeated attacks in Plateau State, DRC, executed churches near Afgooye and police station. The sectarian violence using assault rifles claimed 35 health workers and patients, with 109 people killed and 80 wounded. Ethiopian military reported the two-hour siege caused razing dozens of houses and displacing thousands of families from the lake shores in Afgooye district at coordinates 9.5N, 7.8E. The attacks occurred before sunrise for control of territory. UNHCR condemned the incident following the collapse of peace talks.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V2 - improved patterns,VioNER-Generator-V2,OLA rebels,35 health workers and patients,churches,UNHCR,Ethiopian military,attacks,executed,assault rifles,sectarian violence,9 March 2023,before sunrise,two-hour siege,repeated attacks,DRC,Plateau State,Afgooye,Afgooye district,police station,lake shores,"coordinates 9.5N, 7.8E",109 people killed,80 wounded,displacing thousands of families,razing dozens of houses,for control of territory,following the collapse of peace talks
SYNTH_V2_06605,SYNTH_V2_06605,Al Shabaab militants,Armed Group,52 refugees,,Libya,Malakal-Bentiu,"coordinates 9.5N, 7.8E",5th August 2024,Violence,raid,,automatic weapons,,,High,"On 5th August 2024, Al Shabaab militants conducted raid on several communities in North Darfur, Libya, near Malakal-Bentiu, using automatic weapons, resulting in 63 people killed and 95 wounded. The retaliatory violence besieged 52 refugees, over grazing rights. Cameroonian soldiers responded but found burning the village market. Doctors Without Borders reported the three-hour assault caused displacing over 15,000 residents from the dense forest at coordinates 9.5N, 7.8E. The incident occurred in the evening, following the collapse of peace talks. This is part of ongoing violence affecting the health center in Malakal-Bentiu district.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V2 - improved patterns,VioNER-Generator-V2,Al Shabaab militants,52 refugees,several communities,Doctors Without Borders,Cameroonian soldiers,raid,besieged,automatic weapons,retaliatory violence,5th August 2024,in the evening,three-hour assault,ongoing violence,Libya,North Darfur,Malakal-Bentiu,Malakal-Bentiu district,health center,dense forest,"coordinates 9.5N, 7.8E",63 people killed,95 wounded,"displacing over 15,000 residents",burning the village market,over grazing rights,following the collapse of peace talks
SYNTH_V2_06606,SYNTH_V2_06606,Seleka and Anti-Balaka,Armed Group,120 villagers and traders,,Burkina Faso,Nyala,"coordinates 4.2N, 18.6E","April 11, 2022",Violence,execution,,mortars and artillery,,,High,"UNHCR has reported a devastating execution in Burkina Faso where Seleka and Anti-Balaka destroyed market areas in Nyala, Nyala district, Yobe State on April 11, 2022. The after sunset assault using mortars and artillery resulted in 74 people killed, 39 wounded, and displacing thousands of families. The armed violence targeted 120 villagers and traders due to ethnic tensions. Nigerian Army found torching hundreds of structures near mosque in the dense forest at coordinates 4.2N, 18.6E. This three-hour assault is part of ongoing violence after months of tensions.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V2 - improved patterns,VioNER-Generator-V2,Seleka and Anti-Balaka,120 villagers and traders,market areas,UNHCR,Nigerian Army,execution,destroyed,mortars and artillery,armed violence,"April 11, 2022",after sunset,three-hour assault,ongoing violence,Burkina Faso,Yobe State,Nyala,Nyala district,mosque,dense forest,"coordinates 4.2N, 18.6E",74 people killed,39 wounded,displacing thousands of families,torching hundreds of structures,due to ethnic tensions,after months of tensions
SYNTH_V2_06607,SYNTH_V2_06607,Boko Haram and Ansaru,Armed Group,35 health workers and patients,,Somalia,Beni,"coordinates 11.3N, 42.1E",from June 11 to June 12,Violence,execution,,RPG launchers,,,High,"After months of tensions, Boko Haram and Ansaru launched a execution on farming villages near hospital in Beni, Plateau State, Somalia on from June 11 to June 12 late at night. Armed with RPG launchers, fighters destroyed 35 health workers and patients, leaving 111 people killed and 180 wounded. The hours-long battle of retaliatory violence was over grazing rights. Sudanese Armed Forces confirmed razing dozens of houses in the river banks at coordinates 11.3N, 42.1E. UNICEF says displacing over 15,000 residents as ongoing violence continue in Beni district.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V2 - improved patterns,VioNER-Generator-V2,Boko Haram and Ansaru,35 health workers and patients,farming villages,UNICEF,Sudanese Armed Forces,execution,destroyed,RPG launchers,retaliatory violence,from June 11 to June 12,late at night,hours-long battle,ongoing violence,Somalia,Plateau State,Beni,Beni district,hospital,river banks,"coordinates 11.3N, 42.1E",111 people killed,180 wounded,"displacing over 15,000 residents",razing dozens of houses,over grazing rights,after months of tensions
SYNTH_V2_06608,SYNTH_V2_06608,Boko Haram and ISWAP,Armed Group,18 villagers,,Mali,Baidoa,"GPS location 6.8S, 39.2E",5 October 2022,Violence,shelling,,heavy machine guns,,,High,"Witnesses in Baidoa, Kaduna State, Mali described how Boko Haram and ISWAP launched a shelling on 5 October 2022 in the evening, ambushed government buildings near military base. Armed with heavy machine guns, the attackers targeted 18 villagers for revenge, resulting in 132 people killed and 179 wounded. The three-hour assault of ethnic violence led to causing mass displacement from Baidoa district. Sudanese Armed Forces found razing dozens of houses in the lake shores at GPS location 6.8S, 39.2E. Red Cross says this is part of daily raids after months of tensions.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V2 - improved patterns,VioNER-Generator-V2,Boko Haram and ISWAP,18 villagers,government buildings,Red Cross,Sudanese Armed Forces,shelling,ambushed,heavy machine guns,ethnic violence,5 October 2022,in the evening,three-hour assault,daily raids,Mali,Kaduna State,Baidoa,Baidoa district,military base,lake shores,"GPS location 6.8S, 39.2E",132 people killed,179 wounded,causing mass displacement,razing dozens of houses,for revenge,after months of tensions
SYNTH_V2_06609,SYNTH_V2_06609,TPLF and OLA,Armed Group,22 students,,Kenya,Yola,"GPS location 6.8S, 39.2E",14th November 2021,Violence,raid,,assault rifles,,,High,"Red Cross has reported a devastating raid in Kenya where TPLF and OLA besieged several communities in Yola, Yola district, Tigray Region on 14th November 2021. The in the evening assault using assault rifles resulted in 130 people killed, 145 wounded, and displacing thousands of families. The insurgent attack targeted 22 students in retaliation for previous attacks. Ethiopian military found razing dozens of houses near military base in the river banks at GPS location 6.8S, 39.2E. This brief skirmish is part of ongoing violence after months of tensions.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V2 - improved patterns,VioNER-Generator-V2,TPLF and OLA,22 students,several communities,Red Cross,Ethiopian military,raid,besieged,assault rifles,insurgent attack,14th November 2021,in the evening,brief skirmish,ongoing violence,Kenya,Tigray Region,Yola,Yola district,military base,river banks,"GPS location 6.8S, 39.2E",130 people killed,145 wounded,displacing thousands of families,razing dozens of houses,in retaliation for previous attacks,after months of tensions
